expense_id,amount,merchant,description,category
EXP05268,514.98,Campus Bookstore,course materials,education
EXP05269,1160.5,Apple Store,charging accessories,technology
EXP05270,133.66,AT&T,monthly service,utilities
EXP05271,49.91,Planet Fitness,monthly gym membership,fitness
EXP05272,13.46,Disney+,annual subscription,entertainment
EXP05273,185.2,Dental Office,oral care,healthcare
EXP05274,99.94,Amazon,laptop accessories,shopping
EXP05275,49.64,Uber,ride to airport,transport
EXP05276,23.13,Parking Authority,event parking,transport
EXP05277,668.42,Apple Store,charging accessories,technology
EXP05278,50.7,Waste Management,recycling service,utilities
EXP05279,136.69,Allstate,property premium,insurance
EXP05280,387.4,Amazon Books,study materials,education
EXP05281,7.48,Khan Academy,study resources,education
EXP05282,210.01,Progressive,driving insurance,insurance
EXP05283,1312.31,Apartment Complex,unit rental payment,rent
EXP05284,449.13,Delta Airlines,roundtrip ticket,travel
EXP05285,248.71,Macy's,designer clothes,shopping
EXP05286,30.22,CVS Pharmacy,vitamins and supplements,healthcare
EXP05287,1970.22,Apartment Complex,unit rental payment,rent
EXP05288,108.45,Enterprise Rental,car rental,travel
EXP05289,82.75,Personal Trainer,workout training,fitness
EXP05290,79.44,Water Department,water usage charge,utilities
EXP05291,224.89,Amazon Tech,cables and adapters,technology
EXP05292,75.63,Xfinity,monthly internet bill,utilities
EXP05293,77.09,Waste Management,waste pickup service,utilities
EXP05294,287.41,State Farm,auto insurance,insurance
EXP05295,10.74,Subway,6-inch turkey sub,food
EXP05296,11.83,Disney+,annual subscription,entertainment
EXP05297,429.62,Southwest Airlines,family vacation flight,travel
EXP05298,194.75,Physical Therapy,injury recovery,healthcare
EXP05299,4.34,Google Play,mobile game,technology
EXP05300,100.78,Hilton Hotels,business stay,travel
EXP05301,30.47,MetLife,additional insurance,insurance
EXP05302,22.57,McDonald's,breakfast McMuffin,food
EXP05303,45.44,Shell,gas tank fill-up,transport
EXP05304,335.35,Best Buy,computer mouse,shopping
EXP05305,149.32,Amazon,laptop accessories,shopping
EXP05306,117.67,Dental Office,cavity filling,healthcare
EXP05307,26.59,Yoga Studio,meditation class,fitness
EXP05308,174.75,Walmart,weekly groceries,shopping
EXP05309,548.62,Best Buy,tech accessories,technology
EXP05310,58.3,LA Fitness,gym membership fee,fitness
EXP05311,103.52,Hilton Hotels,hotel reservation,travel
EXP05312,104.98,Udemy,programming course,education
EXP05313,63.14,Waste Management,garbage collection,utilities
EXP05314,151.92,Physical Therapy,physical treatment,healthcare
EXP05315,38.27,Lyft,airport pickup,transport
EXP05316,1606.5,Housing Authority,rental assistance,rent
EXP05317,222.69,Macy's,dress shirt,shopping
EXP05318,7984.36,University,student fees,education
EXP05319,25.32,Planet Fitness,gym access,fitness
EXP05320,48.83,Pizza Hut,pizza delivery,food
EXP05321,115.39,H&M,accessories,shopping
EXP05322,23.31,McDonald's,chicken nuggets,food
EXP05323,132.92,State Farm,monthly car insurance,insurance
EXP05324,107.71,Physical Therapy,therapy session,healthcare
EXP05325,221.4,Progressive,auto insurance premium,insurance
EXP05326,1318.21,Real Estate Rental,property rental,rent
EXP05327,28.1,Domino's,chicken wings,food
EXP05328,55.08,Steam,game download,entertainment
EXP05329,134.68,Costco,household bulk items,shopping
EXP05330,38.32,Udemy,business course,education
EXP05331,50.59,PlayStation Store,PS Plus subscription,entertainment
EXP05332,9.55,Spotify,monthly music plan,entertainment
EXP05333,197.79,Marriott Hotel,weekend getaway,travel
EXP05334,50.18,Waste Management,garbage collection,utilities
EXP05335,23.77,Lyft,weekend trip,transport
EXP05336,295.31,Sports Authority,fitness equipment,fitness
EXP05337,13.67,Subway,foot-long sandwich,food
EXP05338,64.63,Water Department,water and sewer bill,utilities
EXP05339,62.44,Uber,late night ride,transport
EXP05340,290.03,Amazon,clothing order,shopping
EXP05341,92.5,ComEd,electric service,utilities
EXP05342,132.25,Nike Store,workout clothes,fitness
EXP05343,330.0,Costco,bulk snacks,shopping
EXP05344,2143.64,Housing Authority,assisted housing,rent
EXP05345,74.47,Personal Trainer,training session,fitness
EXP05346,13.27,Pizza Hut,breadsticks and wings,food
EXP05347,124.05,Marriott Hotel,hotel accommodation,travel
EXP05348,61.95,ComEd,electricity usage,utilities
EXP05349,12.86,Pizza Hut,pizza delivery,food
EXP05350,271.65,Dental Office,dental examination,healthcare
EXP05351,199.25,Nike Store,workout clothes,fitness
EXP05352,8.73,Spotify,music streaming,entertainment
EXP05353,56.42,BP,highway gas station,transport
EXP05354,97.54,Verizon,mobile service,utilities
EXP05355,140.68,CVS Pharmacy,pharmacy pickup,healthcare
EXP05356,175.64,Xfinity,monthly internet bill,utilities
EXP05357,26.38,Domino's,garlic bread,food
EXP05358,19.64,PlayStation Store,PS Plus subscription,entertainment
EXP05359,52.94,Pizza Hut,breadsticks and wings,food
EXP05360,280.4,Dental Office,dental checkup,healthcare
EXP05361,596.89,Expedia,trip booking,travel
EXP05362,27.63,Yoga Studio,yoga membership,fitness
EXP05363,2232.47,Apartment Complex,residential payment,rent
EXP05364,13.42,Netflix,premium subscription,entertainment
EXP05365,6.25,McDonald's,breakfast McMuffin,food
EXP05366,340.17,Amazon Books,reference books,education
EXP05367,83.86,Shell,convenience items,transport
EXP05368,6.48,McDonald's,chicken nuggets,food
EXP05369,263.05,State Farm,monthly car insurance,insurance
EXP05370,137.59,Xfinity,broadband service,utilities
EXP05371,5784.4,University,student fees,education
EXP05372,12.67,McDonald's,quarter pounder combo,food
EXP05373,10.97,PlayStation Store,digital game,entertainment
EXP05374,79.57,Peoples Gas,monthly gas usage,utilities
EXP05375,131.08,Verizon,monthly phone plan,utilities
EXP05376,22.74,Domino's,garlic bread,food
EXP05377,141.66,Metro Transit,monthly bus pass,transport
EXP05378,112.42,Verizon,phone and data,utilities
EXP05379,42.97,Udemy,online learning,education
EXP05380,174.8,Parking Authority,downtown parking,transport
EXP05381,953.62,Landlord Services,rental fee,rent
EXP05382,229.98,Family Clinic,medical consultation,healthcare
EXP05383,1290.91,Housing Authority,housing payment,rent
EXP05384,623.02,Best Buy,computer mouse,shopping
EXP05385,515.09,Southwest Airlines,flight booking,travel
EXP05386,218.5,Amazon,laptop accessories,shopping
EXP05387,91.8,Sports Authority,sports equipment,fitness
EXP05388,639.52,Samsung,tech gadget,technology
EXP05389,1954.86,Apartment Complex,unit rental payment,rent
EXP05390,20.0,Water Department,utility water bill,utilities
EXP05391,59.06,H&M,casual clothing,shopping
EXP05392,205.75,Macy's,cosmetics,shopping
EXP05393,2073.05,Apartment Complex,unit rental payment,rent
EXP05394,179.45,Physical Therapy,therapeutic care,healthcare
EXP05395,125.58,Trader Joe's,wine and cheese,food
EXP05396,37.52,Google Play,mobile game,technology
EXP05397,40.99,Peoples Gas,winter heating,utilities
EXP05398,68.87,Sports Authority,exercise gear,fitness
EXP05399,261.54,Amazon Books,textbooks,education
EXP05400,47.04,Domino's,two medium pizzas,food
EXP05401,16.72,Udemy,skill training,education
EXP05402,7326.66,University,academic fees,education
EXP05403,1936.98,Housing Authority,housing payment,rent
EXP05404,235.59,Amazon,laptop accessories,shopping
EXP05405,117.5,Macy's,designer clothes,shopping
EXP05406,33.27,H&M,seasonal wear,shopping
EXP05407,108.34,Water Department,utility water bill,utilities
EXP05408,466.47,Apple Store,iPad tablet,technology
EXP05409,29.23,Target,personal care,shopping
EXP05410,116.32,Target,seasonal items,shopping
EXP05411,81.84,State Farm,monthly car insurance,insurance
EXP05412,129.59,Metro Transit,weekly pass,transport
EXP05413,215.56,Amazon Tech,electronics order,technology
EXP05414,90.43,Nike Store,exercise equipment,fitness
EXP05415,242.0,Sports Authority,fitness equipment,fitness
EXP05416,31.9,Metro Transit,public transport,transport
EXP05417,57.26,MetLife,dental insurance,insurance
EXP05418,88.84,Personal Trainer,fitness coaching,fitness
EXP05419,142.1,Concert Venue,concert tickets,entertainment
EXP05420,48.18,Macy's,jewelry gift,shopping
EXP05421,32.23,AMC Theaters,popcorn and movie,entertainment
EXP05422,1024.51,Real Estate Rental,rental property,rent
EXP05423,138.56,Whole Foods,prepared meals,food
EXP05424,157.62,Enterprise Rental,weekend car rental,travel
EXP05425,317.47,Apple Store,iPhone purchase,technology
EXP05426,139.67,ComEd,power bill payment,utilities
EXP05427,354.94,Expedia,flight and hotel,travel
EXP05428,34.73,Pizza Hut,breadsticks and wings,food
EXP05429,479.52,Campus Bookstore,study materials,education
EXP05430,83.92,Chevron,fuel and coffee,transport
EXP05431,169.82,ComEd,electricity usage,utilities
EXP05432,185.43,Hilton Hotels,family vacation hotel,travel
EXP05433,1712.85,University,course registration,education
EXP05434,87.22,MetLife,supplemental coverage,insurance
EXP05435,78.57,LA Fitness,fitness center access,fitness
EXP05436,610.87,Apple Store,charging accessories,technology
EXP05437,7.21,Spotify,monthly music plan,entertainment
EXP05438,91.91,Coursera,certification program,education
EXP05439,1978.0,Property Management,monthly apartment rent,rent
EXP05440,19.86,PlayStation Store,PS Plus subscription,entertainment
EXP05441,1629.75,Property Management,housing payment,rent
EXP05442,864.91,Housing Authority,assisted housing,rent
EXP05443,20.0,Water Department,utility water bill,utilities
EXP05444,1149.14,Real Estate Rental,real estate rent,rent
EXP05445,235.87,State Farm,car insurance premium,insurance
EXP05446,350.5,Marriott Hotel,business trip hotel,travel
EXP05447,58.11,Uber,ride home,transport
EXP05448,583.21,Best Buy,phone charger,shopping
EXP05449,128.2,Parking Authority,downtown parking,transport
EXP05450,70.54,Whole Foods,healthy snacks,food
EXP05451,60.1,Peoples Gas,heating bill,utilities
EXP05452,55.12,Lyft,ride to meeting,transport
EXP05453,342.27,Marriott Hotel,weekend getaway,travel
EXP05454,70.43,Uber,late night ride,transport
EXP05455,2153.91,Property Management,lease payment,rent
EXP05456,1306.42,Landlord Services,property rent,rent
EXP05457,128.27,Marriott Hotel,business trip hotel,travel
EXP05458,27.69,Google Play,in-app purchase,technology
EXP05459,178.96,Parking Authority,monthly parking pass,transport
EXP05460,81.45,Personal Trainer,training session,fitness
EXP05461,1605.31,Housing Authority,rental assistance,rent
EXP05462,388.18,Amazon Tech,electronics order,technology
EXP05463,1029.41,Apple Store,iPad tablet,technology
EXP05464,1221.21,Property Management,apartment fee,rent
EXP05465,33.99,Domino's,pizza pickup order,food
EXP05466,249.07,Home Depot,paint and brushes,shopping
EXP05467,45.47,Coursera,professional course,education
EXP05468,101.31,Verizon,cell phone bill,utilities
EXP05469,79.39,Walgreens,health products,healthcare
EXP05470,17.97,Pizza Hut,medium cheese pizza,food
EXP05471,87.35,State Farm,auto insurance,insurance
EXP05472,512.54,Best Buy,phone charger,technology
EXP05473,31.8,Domino's,large supreme pizza,food
EXP05474,67.4,Trader Joe's,grocery run,food
EXP05475,36.81,Walmart,clothing basics,shopping
EXP05476,25.06,Trader Joe's,wine and cheese,food
EXP05477,273.32,Amazon Books,academic resources,education
EXP05478,32.02,Planet Fitness,workout membership,fitness
EXP05479,119.66,Walmart,weekly groceries,shopping
EXP05480,67.34,CVS Pharmacy,prescription refill,healthcare
EXP05481,486.04,Blue Cross Blue Shield,healthcare premium,insurance
EXP05482,317.14,Allstate,property insurance,insurance
EXP05483,936.81,Real Estate Rental,monthly lease,rent
EXP05484,26.38,Yoga Studio,yoga membership,fitness
EXP05485,20.0,Amazon,household essentials,shopping
EXP05486,174.51,Whole Foods,weekly shopping,food
EXP05487,13.62,Disney+,streaming subscription,entertainment
EXP05488,46.29,LA Fitness,workout facility,fitness
EXP05489,56.44,Home Depot,home repair items,shopping
EXP05490,38.24,Lyft,airport pickup,transport
EXP05491,217.87,Dental Office,oral care,healthcare
EXP05492,16.24,AMC Theaters,popcorn and movie,entertainment
EXP05493,1126.43,Property Management,apartment fee,rent
EXP05494,9.57,Disney+,streaming subscription,entertainment
EXP05495,90.12,CVS Pharmacy,over-the-counter medicine,healthcare
EXP05496,48.88,Pizza Hut,medium cheese pizza,food
EXP05497,23.92,Subway,foot-long sandwich,food
EXP05498,60.38,Best Buy,video game,shopping
EXP05499,414.44,Best Buy,laptop computer,technology
EXP05500,66.8,Nike Store,exercise equipment,fitness
EXP05501,162.79,Walmart,garden supplies,shopping
EXP05502,55.65,Parking Authority,downtown parking,transport
EXP05503,9.06,Subway,foot-long sandwich,food
EXP05504,56.2,Eye Care Center,eye examination,healthcare
EXP05505,374.75,Marriott Hotel,business trip hotel,travel
EXP05506,133.54,Enterprise Rental,business trip rental,travel
EXP05507,190.33,Walmart,pharmacy items,shopping
EXP05508,182.33,Amazon Tech,cables and adapters,technology
EXP05509,144.14,Progressive,car coverage,insurance
EXP05510,194.54,Parking Authority,monthly parking pass,transport
EXP05511,90.28,BP,fuel stop,transport
EXP05512,61.9,Steam,gaming software,entertainment
EXP05513,102.23,Nike Store,exercise equipment,fitness
EXP05514,338.24,Family Clinic,health screening,healthcare
EXP05515,54.8,Macy's,jewelry gift,shopping
EXP05516,135.25,Coursera,online course,education
EXP05517,75.98,Progressive,car coverage,insurance
EXP05518,95.6,H&M,accessories,shopping
EXP05519,218.07,Amazon Tech,cables and adapters,technology
EXP05520,18.45,Parking Authority,event parking,transport
EXP05521,164.06,Family Clinic,health screening,healthcare
EXP05522,444.52,Best Buy,wireless headphones,technology
EXP05523,22.18,Peoples Gas,gas service charge,utilities
EXP05524,231.5,State Farm,car insurance premium,insurance
EXP05525,68.68,MetLife,healthcare supplement,insurance
EXP05526,152.61,Walmart,clothing basics,shopping
EXP05527,170.79,Physical Therapy,injury recovery,healthcare
EXP05528,11.4,Disney+,streaming service,entertainment
EXP05529,32.72,Pizza Hut,breadsticks and wings,food
EXP05530,98.33,Metro Transit,monthly bus pass,transport
EXP05531,290.74,Hilton Hotels,family vacation hotel,travel
EXP05532,290.22,Hilton Hotels,business stay,travel
EXP05533,200.13,State Farm,auto insurance,insurance
EXP05534,193.19,Whole Foods,healthy snacks,food
EXP05535,80.3,AT&T,telecom services,utilities
EXP05536,766.06,Best Buy,phone charger,shopping
EXP05537,73.73,Sports Authority,fitness equipment,fitness
EXP05538,135.25,Physical Therapy,rehabilitation,healthcare
EXP05539,268.48,Allstate,property premium,insurance
EXP05540,12.36,PlayStation Store,gaming content,entertainment
EXP05541,301.45,Dental Office,dental examination,healthcare
EXP05542,426.43,Expedia,flight and hotel,travel
EXP05543,87.03,Amazon Books,textbooks,education
EXP05544,56.73,LA Fitness,workout facility,fitness
EXP05545,28.59,Uber,trip to downtown,transport
EXP05546,243.99,Amazon,electronics gadget,shopping
EXP05547,6.98,Subway,6-inch turkey sub,food
EXP05548,38.32,Walgreens,medical supplies,healthcare
EXP05549,94.9,BP,fuel stop,transport
EXP05550,55.98,Water Department,utility water bill,utilities
EXP05551,84.37,Enterprise Rental,travel vehicle,travel
EXP05552,337.85,Family Clinic,doctor visit,healthcare
EXP05553,177.93,Whole Foods,weekly shopping,food
EXP05554,301.58,Dental Office,dental examination,healthcare
EXP05555,972.96,Landlord Services,rental fee,rent
EXP05556,2109.42,Apartment Complex,complex fees,rent
EXP05557,99.26,Trader Joe's,wine and cheese,food
EXP05558,314.78,Marriott Hotel,vacation lodging,travel
EXP05559,100.74,Physical Therapy,rehabilitation,healthcare
EXP05560,512.95,Delta Airlines,flight to New York,travel
EXP05561,29.51,Uber,ride home,transport
EXP05562,303.41,Dental Office,oral care,healthcare
EXP05563,95.03,Chevron,fuel and coffee,transport
EXP05564,113.38,Target,seasonal items,shopping
EXP05565,640.28,Delta Airlines,vacation flight,travel
EXP05566,353.42,Best Buy,phone charger,technology
EXP05567,136.53,Macy's,formal wear,shopping
EXP05568,679.51,Microsoft Store,Windows software,technology
EXP05569,274.05,Best Buy,tech accessories,shopping
EXP05570,54.09,Sports Authority,workout accessories,fitness
EXP05571,214.7,Dental Office,oral care,healthcare
EXP05572,14.78,Subway,cookies and drink,food
EXP05573,129.17,Progressive,auto insurance premium,insurance
EXP05574,606.26,Best Buy,phone charger,shopping
EXP05575,185.45,Liberty Mutual,life insurance premium,insurance
EXP05576,536.1,Southwest Airlines,family vacation flight,travel
EXP05577,52.85,Coursera,certification program,education
EXP05578,36.73,Metro Transit,daily transit fare,transport
EXP05579,93.22,Liberty Mutual,life insurance premium,insurance
EXP05580,35.78,Domino's,chicken wings,food
EXP05581,12.35,Walgreens,medical supplies,healthcare
EXP05582,355.98,Costco,warehouse shopping,shopping
EXP05583,213.42,AT&T,wireless bill,utilities
EXP05584,210.37,Campus Bookstore,school supplies,education
EXP05585,33.24,KFC,zinger burger combo,food
EXP05586,155.13,Verizon,phone and data,utilities
EXP05587,49.69,LA Fitness,health club membership,fitness
EXP05588,48.12,Trader Joe's,frozen meals,food
EXP05589,49.32,Peoples Gas,natural gas bill,utilities
EXP05590,130.49,Trader Joe's,specialty items,food
EXP05591,42.01,Lyft,shared ride,transport
EXP05592,80.6,Dental Office,cavity filling,healthcare
EXP05593,27.88,Waste Management,waste pickup service,utilities
EXP05594,65.59,PlayStation Store,PS Plus subscription,entertainment
EXP05595,43.58,Coursera,skill development,education
EXP05596,92.66,Xfinity,monthly internet bill,utilities
EXP05597,267.94,Hilton Hotels,hotel reservation,travel
EXP05598,81.5,Physical Therapy,physical treatment,healthcare
EXP05599,12.52,Spotify,monthly music plan,entertainment
EXP05600,11.74,Spotify,music streaming,entertainment
EXP05601,21.62,Subway,veggie delite,food
EXP05602,84.13,Progressive,auto insurance premium,insurance
EXP05603,269.85,Amazon Tech,cables and adapters,technology
EXP05604,60.09,MetLife,supplemental coverage,insurance
EXP05605,343.37,Delta Airlines,flight to New York,travel
EXP05606,269.18,Costco,household bulk items,shopping
EXP05607,13.9,Steam,video game purchase,entertainment
EXP05608,20.0,ComEd,monthly electric bill,utilities
EXP05609,121.47,Personal Trainer,personal fitness,fitness
EXP05610,5.78,Starbucks,grande latte,food
EXP05611,44.03,Walgreens,health products,healthcare
EXP05612,63.8,Metro Transit,weekly pass,transport
EXP05613,1688.59,Landlord Services,monthly rent,rent
EXP05614,199.04,Macy's,jewelry gift,shopping
EXP05615,26.16,BP,diesel fuel,transport
EXP05616,74.01,Nike Store,athletic shoes,fitness
EXP05617,61.0,Metro Transit,daily transit fare,transport
EXP05618,192.81,Verizon,monthly phone plan,utilities
EXP05619,31.68,PlayStation Store,game download,entertainment
EXP05620,248.49,Macy's,designer clothes,shopping
EXP05621,285.68,Home Depot,paint and brushes,shopping
EXP05622,1592.51,Housing Authority,housing payment,rent
EXP05623,127.36,Personal Trainer,fitness coaching,fitness
EXP05624,69.25,Peoples Gas,natural gas bill,utilities
EXP05625,20.54,Planet Fitness,monthly gym membership,fitness
EXP05626,1425.63,Apartment Complex,residential payment,rent
EXP05627,50.78,Personal Trainer,training session,fitness
EXP05628,82.13,BP,diesel fuel,transport
EXP05629,35.75,Walgreens,medical supplies,healthcare
EXP05630,62.03,Amazon Tech,tech gadgets,technology
EXP05631,104.15,Sports Authority,workout accessories,fitness
EXP05632,11.26,Disney+,family entertainment,entertainment
EXP05633,187.77,AT&T,wireless bill,utilities
EXP05634,32.92,Domino's,two medium pizzas,food
EXP05635,202.93,AT&T,monthly service,utilities
EXP05636,65.98,Costco,bulk snacks,shopping
EXP05637,147.17,AT&T,telecom services,utilities
EXP05638,5.1,Spotify,ad-free music,entertainment
EXP05639,174.09,Nike Store,sports apparel,fitness
EXP05640,839.7,Microsoft Store,Microsoft hardware,technology
EXP05641,111.59,Target,personal care,shopping
EXP05642,130.66,Microsoft Store,Microsoft hardware,technology
EXP05643,119.84,Shell,convenience items,transport
EXP05644,168.18,Liberty Mutual,protection plan,insurance
EXP05645,1667.24,Housing Authority,rental assistance,rent
EXP05646,62.24,Amazon,clothing order,shopping
EXP05647,72.08,Amazon,books and supplies,shopping
EXP05648,15.16,Google Play,premium app,technology
EXP05649,34.83,Sports Authority,workout accessories,fitness
EXP05650,142.15,ComEd,electric service,utilities
EXP05651,58.36,Coursera,specialization course,education
EXP05652,121.29,Progressive,monthly auto premium,insurance
EXP05653,9.05,Subway,6-inch turkey sub,food
EXP05654,87.59,Shell,car wash service,transport
EXP05655,53.97,Uber,late night ride,transport
EXP05656,380.13,Marriott Hotel,business trip hotel,travel
EXP05657,212.08,Blue Cross Blue Shield,medical coverage,insurance
EXP05658,187.64,Amazon Books,reference books,education
EXP05659,37.06,KFC,zinger burger combo,food
EXP05660,166.32,Home Depot,home repair items,shopping
EXP05661,62.74,Amazon Tech,cables and adapters,technology
EXP05662,9.82,Chipotle,chicken burrito,food
EXP05663,381.69,Costco,bulk snacks,shopping
EXP05664,1741.21,Property Management,rental payment,rent
EXP05665,63.31,Macy's,designer clothes,shopping
EXP05666,1967.5,University,course registration,education
EXP05667,36.94,Yoga Studio,yoga classes,fitness
EXP05668,1123.71,Microsoft Store,Office 365 subscription,technology
EXP05669,48.52,Pizza Hut,large pepperoni pizza,food
EXP05670,1736.81,Real Estate Rental,property rental,rent
EXP05671,61.02,LA Fitness,monthly gym dues,fitness
EXP05672,101.36,ComEd,energy charges,utilities
EXP05673,119.08,Coursera,professional course,education
EXP05674,32.04,Steam,indie game,entertainment
EXP05675,359.3,Amazon Books,academic resources,education
EXP05676,19.97,Subway,6-inch turkey sub,food
EXP05677,252.72,Southwest Airlines,family vacation flight,travel
EXP05678,62.18,Liberty Mutual,term life insurance,insurance
EXP05679,42.6,Waste Management,garbage collection,utilities
EXP05680,24.4,Planet Fitness,gym access,fitness
EXP05681,6163.2,University,student fees,education
EXP05682,398.2,Blue Cross Blue Shield,medical coverage,insurance
EXP05683,293.8,Amazon Books,study materials,education
EXP05684,65.18,Walmart,household supplies,shopping
EXP05685,990.33,Housing Authority,assisted housing,rent
EXP05686,34.69,Khan Academy,skill building,education
EXP05687,93.34,Shell,premium gasoline,transport
EXP05688,50.71,PlayStation Store,game download,entertainment
EXP05689,236.13,Hilton Hotels,business stay,travel
EXP05690,16.31,McDonald's,breakfast McMuffin,food
EXP05691,88.77,Udemy,programming course,education
EXP05692,58.67,LA Fitness,workout facility,fitness
EXP05693,29.27,H&M,jeans and tops,shopping
EXP05694,44.53,Udemy,professional development,education
EXP05695,29.34,Chipotle,chicken burrito,food
EXP05696,398.45,Microsoft Store,Microsoft hardware,technology
EXP05697,263.48,State Farm,auto insurance,insurance
EXP05698,782.24,Samsung,Galaxy smartphone,technology
EXP05699,25.37,Pizza Hut,pizza delivery,food
EXP05700,79.75,AT&T,monthly service,utilities
EXP05701,134.74,MetLife,dental insurance,insurance
EXP05702,2233.63,Housing Authority,subsidized rent,rent
EXP05703,97.01,Metro Transit,subway ticket,transport
EXP05704,139.7,Target,personal care,shopping
EXP05705,56.5,H&M,seasonal wear,shopping
EXP05706,604.86,University,course registration,education
EXP05707,10.02,Subway,foot-long sandwich,food
EXP05708,33.39,Yoga Studio,wellness session,fitness
EXP05709,1843.24,Landlord Services,monthly rent,rent
EXP05710,284.04,Amazon Tech,smart home device,technology
EXP05711,199.78,Hilton Hotels,conference hotel,travel
EXP05712,477.02,Campus Bookstore,course materials,education
EXP05713,35.64,Lyft,ride to meeting,transport
EXP05714,1260.35,Property Management,housing payment,rent
EXP05715,36.7,Concert Venue,festival pass,entertainment
EXP05716,131.63,Udemy,programming course,education
EXP05717,45.43,LA Fitness,fitness center access,fitness
EXP05718,50.23,LA Fitness,workout facility,fitness
EXP05719,114.81,Xfinity,wifi service,utilities
EXP05720,21.12,McDonald's,quarter pounder combo,food
EXP05721,115.93,Verizon,mobile service,utilities
EXP05722,66.1,Steam,video game purchase,entertainment
EXP05723,21.93,Chipotle,carnitas tacos,food
EXP05724,114.77,Peoples Gas,monthly gas usage,utilities
EXP05725,131.29,Whole Foods,prepared meals,food
EXP05726,326.48,Family Clinic,routine examination,healthcare
EXP05727,33.18,AMC Theaters,IMAX movie,entertainment
EXP05728,14.38,Spotify,ad-free music,entertainment
EXP05729,50.92,Water Department,utility water bill,utilities
EXP05730,6.65,McDonald's,chicken nuggets,food
EXP05731,30.77,Domino's,large supreme pizza,food
EXP05732,72.79,H&M,accessories,shopping
EXP05733,67.73,LA Fitness,monthly gym dues,fitness
EXP05734,199.63,Whole Foods,weekly shopping,food
EXP05735,69.11,LA Fitness,fitness center access,fitness
EXP05736,85.48,Amazon Tech,cables and adapters,technology
EXP05737,46.99,AMC Theaters,movie tickets,entertainment
EXP05738,25.56,KFC,colonel's meal,food
EXP05739,852.77,Property Management,apartment fee,rent
EXP05740,10.03,Disney+,streaming subscription,entertainment
EXP05741,2150.84,Landlord Services,residential rent,rent
EXP05742,9.99,Starbucks,grande latte,food
EXP05743,160.68,Eye Care Center,eye examination,healthcare
EXP05744,139.56,Hilton Hotels,travel accommodation,travel
EXP05745,176.67,Costco,bulk groceries,shopping
EXP05746,238.33,Delta Airlines,business trip flight,travel
EXP05747,293.66,Home Depot,home repair items,shopping
EXP05748,132.38,Walmart,household supplies,shopping
EXP05749,126.26,Costco,household bulk items,shopping
EXP05750,360.31,Expedia,travel reservation,travel
EXP05751,16.78,CVS Pharmacy,prescription refill,healthcare
EXP05752,259.39,Dental Office,oral care,healthcare
EXP05753,278.52,Hilton Hotels,travel accommodation,travel
EXP05754,10.1,Disney+,monthly Disney plan,entertainment
EXP05755,19.54,Yoga Studio,meditation class,fitness
EXP05756,197.62,Parking Authority,downtown parking,transport
EXP05757,10.4,Netflix,video streaming service,entertainment
EXP05758,12.12,Khan Academy,academic support,education
EXP05759,2201.22,Apartment Complex,apartment rent,rent
EXP05760,76.53,Udemy,professional development,education
EXP05761,24.62,Subway,foot-long sandwich,food
EXP05762,124.28,Microsoft Store,Surface laptop,technology
EXP05763,1947.61,University,student fees,education
EXP05764,102.99,Xfinity,internet service,utilities
EXP05765,510.99,Campus Bookstore,academic books,education
EXP05766,142.12,Peoples Gas,heating bill,utilities
EXP05767,152.56,Dental Office,dental checkup,healthcare
EXP05768,207.38,Dental Office,teeth cleaning,healthcare
EXP05769,83.24,Liberty Mutual,life insurance premium,insurance
EXP05770,8.41,Walgreens,allergy medicine,healthcare
EXP05771,405.4,Microsoft Store,Surface laptop,technology
EXP05772,19.84,Starbucks,cappuccino and pastry,food
EXP05773,191.56,Physical Therapy,physical treatment,healthcare
EXP05774,50.92,Lyft,ride to meeting,transport
EXP05775,24.05,Subway,Italian BMT,food
EXP05776,66.48,H&M,casual clothing,shopping
EXP05777,16.17,PlayStation Store,game download,entertainment
EXP05778,599.82,Campus Bookstore,course materials,education
EXP05779,2143.43,Housing Authority,public housing,rent
EXP05780,156.71,Amazon Books,study materials,education
EXP05781,81.92,Metro Transit,daily transit fare,transport
EXP05782,64.31,Sports Authority,exercise gear,fitness
EXP05783,74.17,Concert Venue,band performance,entertainment
EXP05784,128.37,Family Clinic,medical consultation,healthcare
EXP05785,25.68,Khan Academy,study resources,education
EXP05786,2030.5,Real Estate Rental,property rental,rent
EXP05787,8.58,KFC,zinger burger combo,food
EXP05788,296.87,Allstate,homeowners coverage,insurance
EXP05789,75.12,Costco,bulk snacks,shopping
EXP05790,140.85,ComEd,energy charges,utilities
EXP05791,4274.21,University,academic fees,education
EXP05792,1731.41,Property Management,rental payment,rent
EXP05793,853.9,Expedia,vacation package,travel
EXP05794,211.31,AT&T,telecom services,utilities
EXP05795,23.04,Subway,6-inch turkey sub,food
EXP05796,147.79,Progressive,monthly auto premium,insurance
EXP05797,25.02,Walmart,pharmacy items,shopping
EXP05798,19.08,Parking Authority,downtown parking,transport
EXP05799,14.26,Subway,foot-long sandwich,food
EXP05800,22.83,Metro Transit,monthly bus pass,transport
EXP05801,10.88,Disney+,family entertainment,entertainment
EXP05802,194.34,Allstate,property premium,insurance
EXP05803,22.26,Uber,ride home,transport
EXP05804,95.35,H&M,jeans and tops,shopping
EXP05805,134.43,Progressive,monthly auto premium,insurance
EXP05806,40.6,Planet Fitness,monthly gym membership,fitness
